! Fractional density (n(X)/nH)
!             1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24
       Redshift          ctime           Trad             Tn             nb             nH             e-              H             He              D             H2             HD             D2             H+             D+            He+            H2+            HD+            D2+           HeH+            H3+           H2D+           HD2+            D3+             H-
  3.399845E+003  3.121261E+001  9.266278E+003  9.266277E+003  8.143515E+003  7.540115E+003  1.080024E+000  1.805445E-010  1.721057E-006  4.567777E-015  7.012313E-036  3.243942E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999828E-002  4.575203E-028  0.000000E+000  0.000000E+000  1.279780E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.326320E-028
  3.399730E+003  3.433387E+001  9.265964E+003  9.265964E+003  8.142687E+003  7.539349E+003  1.080024E+000  1.806407E-010  1.722763E-006  4.570210E-015  7.020235E-036  3.247612E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999828E-002  4.577542E-028  0.000000E+000  0.000000E+000  1.281009E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.328543E-028
  3.399586E+003  3.776726E+001  9.265571E+003  9.265570E+003  8.141651E+003  7.538389E+003  1.080024E+000  1.807613E-010  1.724903E-006  4.573260E-015  7.030175E-036  3.252216E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999828E-002  4.580475E-028  0.000000E+000  0.000000E+000  1.282550E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.331331E-028
  3.399460E+003  4.154399E+001  9.265230E+003  9.265229E+003  8.140750E+003  7.537555E+003  1.080024E+000  1.808661E-010  1.726765E-006  4.575913E-015  7.038829E-036  3.256225E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999827E-002  4.583026E-028  0.000000E+000  0.000000E+000  1.283892E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.333756E-028
  3.399310E+003  4.569838E+001  9.264820E+003  9.264819E+003  8.139670E+003  7.536555E+003  1.080024E+000  1.809921E-010  1.729002E-006  4.579100E-015  7.049228E-036  3.261041E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999827E-002  4.586090E-028  0.000000E+000  0.000000E+000  1.285504E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.336668E-028
  3.399134E+003  5.026822E+001  9.264341E+003  9.264340E+003  8.138409E+003  7.535387E+003  1.080024E+000  1.811391E-010  1.731616E-006  4.582820E-015  7.061378E-036  3.266670E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999827E-002  4.589667E-028  0.000000E+000  0.000000E+000  1.287387E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.340067E-028
  3.398944E+003  5.529505E+001  9.263823E+003  9.263823E+003  8.137044E+003  7.534124E+003  1.080024E+000  1.812985E-010  1.734451E-006  4.586851E-015  7.074558E-036  3.272775E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999827E-002  4.593543E-028  0.000000E+000  0.000000E+000  1.289429E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.343751E-028
  3.398754E+003  6.082455E+001  9.263304E+003  9.263303E+003  8.135675E+003  7.532856E+003  1.080024E+000  1.814586E-010  1.737302E-006  4.590902E-015  7.087816E-036  3.278916E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999826E-002  4.597437E-028  0.000000E+000  0.000000E+000  1.291482E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.347453E-028
  3.398528E+003  6.690701E+001  9.262688E+003  9.262687E+003  8.134052E+003  7.531353E+003  1.080024E+000  1.816485E-010  1.740686E-006  4.595707E-015  7.103558E-036  3.286208E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999826E-002  4.602057E-028  0.000000E+000  0.000000E+000  1.293920E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.351844E-028
  3.398284E+003  7.359771E+001  9.262023E+003  9.262022E+003  8.132301E+003  7.529732E+003  1.080024E+000  1.818536E-010  1.744345E-006  4.600897E-015  7.120582E-036  3.294094E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999826E-002  4.607047E-028  0.000000E+000  0.000000E+000  1.296555E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.356586E-028
  3.398001E+003  8.095748E+001  9.261253E+003  9.261252E+003  8.130273E+003  7.527854E+003  1.080024E+000  1.820918E-010  1.748597E-006  4.606922E-015  7.140372E-036  3.303261E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999825E-002  4.612839E-028  0.000000E+000  0.000000E+000  1.299617E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.362091E-028
  3.397713E+003  8.905322E+001  9.260468E+003  9.260467E+003  8.128205E+003  7.525940E+003  1.080024E+000  1.823348E-010  1.752942E-006  4.613072E-015  7.160601E-036  3.312632E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999825E-002  4.618750E-028  0.000000E+000  0.000000E+000  1.302746E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.367709E-028
  3.397387E+003  9.795855E+001  9.259577E+003  9.259577E+003  8.125861E+003  7.523769E+003  1.080024E+000  1.826110E-010  1.757883E-006  4.620058E-015  7.183620E-036  3.323295E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999824E-002  4.625466E-028  0.000000E+000  0.000000E+000  1.306305E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.374092E-028
  3.397027E+003  1.077544E+002  9.258597E+003  9.258596E+003  8.123279E+003  7.521379E+003  1.080024E+000  1.829156E-010  1.763343E-006  4.627766E-015  7.209061E-036  3.335080E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999824E-002  4.632876E-028  0.000000E+000  0.000000E+000  1.310236E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.381134E-028
  3.396623E+003  1.185298E+002  9.257497E+003  9.257496E+003  8.120386E+003  7.518699E+003  1.080024E+000  1.832579E-010  1.769487E-006  4.636426E-015  7.237702E-036  3.348348E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999823E-002  4.641200E-028  0.000000E+000  0.000000E+000  1.314659E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.389045E-028
  3.396173E+003  1.303828E+002  9.256269E+003  9.256268E+003  8.117154E+003  7.515708E+003  1.080024E+000  1.836411E-010  1.776375E-006  4.646119E-015  7.269834E-036  3.363232E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999822E-002  4.650517E-028  0.000000E+000  0.000000E+000  1.319618E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.397900E-028
  3.395667E+003  1.434211E+002  9.254892E+003  9.254891E+003  8.113531E+003  7.512353E+003  1.080024E+000  1.840719E-010  1.784135E-006  4.657019E-015  7.306053E-036  3.380010E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999822E-002  4.660994E-028  0.000000E+000  0.000000E+000  1.325204E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.407856E-028
  3.395176E+003  1.577632E+002  9.253553E+003  9.253552E+003  8.110012E+003  7.509094E+003  1.080024E+000  1.844916E-010  1.791711E-006  4.667638E-015  7.341432E-036  3.396399E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999821E-002  4.671200E-028  0.000000E+000  0.000000E+000  1.330656E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.417556E-028
  3.394607E+003  1.735395E+002  9.252001E+003  9.252000E+003  8.105931E+003  7.505316E+003  1.080023E+000  1.849797E-010  1.800539E-006  4.679987E-015  7.382689E-036  3.415511E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999820E-002  4.683068E-028  0.000000E+000  0.000000E+000  1.337010E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.428834E-028
  3.393944E+003  1.908935E+002  9.250193E+003  9.250193E+003  8.101181E+003  7.500918E+003  1.080023E+000  1.855501E-010  1.810880E-006  4.694416E-015  7.431051E-036  3.437914E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999819E-002  4.696934E-028  0.000000E+000  0.000000E+000  1.344450E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.442011E-028
  3.393270E+003  2.099828E+002  9.248357E+003  9.248356E+003  8.096357E+003  7.496451E+003  1.080023E+000  1.861315E-010  1.821450E-006  4.709126E-015  7.480525E-036  3.460833E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999818E-002  4.711069E-028  0.000000E+000  0.000000E+000  1.352055E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.455444E-028
  3.392492E+003  2.309811E+002  9.246238E+003  9.246237E+003  8.090794E+003  7.491300E+003  1.080023E+000  1.868049E-010  1.833727E-006  4.726163E-015  7.538043E-036  3.487479E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999817E-002  4.727439E-028  0.000000E+000  0.000000E+000  1.360886E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.470999E-028
  3.391652E+003  2.540792E+002  9.243949E+003  9.243948E+003  8.084785E+003  7.485737E+003  1.080023E+000  1.875355E-010  1.847092E-006  4.744649E-015  7.600719E-036  3.516514E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999815E-002  4.745199E-028  0.000000E+000  0.000000E+000  1.370497E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.487876E-028
  3.390717E+003  2.794872E+002  9.241399E+003  9.241398E+003  8.078097E+003  7.479545E+003  1.080023E+000  1.883531E-010  1.862099E-006  4.765334E-015  7.671178E-036  3.549155E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999814E-002  4.765071E-028  0.000000E+000  0.000000E+000  1.381288E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.506759E-028
  3.389698E+003  3.074359E+002  9.238623E+003  9.238622E+003  8.070818E+003  7.472805E+003  1.080023E+000  1.892481E-010  1.878592E-006  4.787977E-015  7.748699E-036  3.585068E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999812E-002  4.786822E-028  0.000000E+000  0.000000E+000  1.393144E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.527426E-028
  3.388580E+003  3.381795E+002  9.235576E+003  9.235575E+003  8.062837E+003  7.465415E+003  1.080023E+000  1.902355E-010  1.896865E-006  4.812958E-015  7.834710E-036  3.624915E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999810E-002  4.810816E-028  0.000000E+000  0.000000E+000  1.406277E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.550225E-028
  3.387340E+003  3.719974E+002  9.232196E+003  9.232195E+003  8.053987E+003  7.457221E+003  1.080023E+000  1.913380E-010  1.917366E-006  4.840852E-015  7.931343E-036  3.669684E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999808E-002  4.837605E-028  0.000000E+000  0.000000E+000  1.421006E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.575677E-028
  3.385987E+003  4.091972E+002  9.228508E+003  9.228507E+003  8.044338E+003  7.448286E+003  1.080023E+000  1.925493E-010  1.940005E-006  4.871498E-015  8.038232E-036  3.719204E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999806E-002  4.867032E-028  0.000000E+000  0.000000E+000  1.437268E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.603635E-028
  3.384476E+003  4.501169E+002  9.224391E+003  9.224390E+003  8.033576E+003  7.438322E+003  1.080023E+000  1.939116E-010  1.965613E-006  4.905963E-015  8.159354E-036  3.775320E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999803E-002  4.900123E-028  0.000000E+000  0.000000E+000  1.455655E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.635073E-028
  3.382854E+003  4.951286E+002  9.219968E+003  9.219967E+003  8.022028E+003  7.427629E+003  1.080023E+000  1.953871E-010  1.993524E-006  4.943293E-015  8.291628E-036  3.836604E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999801E-002  4.935959E-028  0.000000E+000  0.000000E+000  1.475689E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.669116E-028
  3.381056E+003  5.446414E+002  9.215068E+003  9.215067E+003  8.009243E+003  7.415792E+003  1.080023E+000  1.970369E-010  2.024948E-006  4.985034E-015  8.440868E-036  3.905750E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999798E-002  4.976022E-028  0.000000E+000  0.000000E+000  1.498236E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.707174E-028
  3.379078E+003  5.991056E+002  9.209678E+003  9.209677E+003  7.995198E+003  7.402788E+003  1.080023E+000  1.988697E-010  2.060123E-006  5.031404E-015  8.608317E-036  3.983334E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999794E-002  5.020520E-028  0.000000E+000  0.000000E+000  1.523463E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.749441E-028
  3.376897E+003  6.590161E+002  9.203734E+003  9.203733E+003  7.979728E+003  7.388464E+003  1.080023E+000  2.009134E-010  2.099674E-006  5.083110E-015  8.797093E-036  4.070802E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999790E-002  5.070128E-028  0.000000E+000  0.000000E+000  1.551814E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.796559E-028
  3.374528E+003  7.249177E+002  9.197276E+003  9.197275E+003  7.962943E+003  7.372922E+003  1.080023E+000  2.031608E-010  2.143566E-006  5.139968E-015  9.007193E-036  4.168153E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999786E-002  5.124668E-028  0.000000E+000  0.000000E+000  1.583262E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.848357E-028
  3.371891E+003  7.974095E+002  9.190088E+003  9.190087E+003  7.944286E+003  7.355648E+003  1.080023E+000  2.056959E-010  2.193581E-006  5.204107E-015  9.247356E-036  4.279438E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999781E-002  5.186176E-028  0.000000E+000  0.000000E+000  1.619075E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.906768E-028
  3.369041E+003  8.771505E+002  9.182322E+003  9.182321E+003  7.924164E+003  7.337017E+003  1.080023E+000  2.084750E-010  2.249020E-006  5.274418E-015  9.514490E-036  4.403225E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999775E-002  5.253586E-028  0.000000E+000  0.000000E+000  1.658748E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  4.970777E-028
  3.365875E+003  9.648655E+002  9.173692E+003  9.173692E+003  7.901843E+003  7.316350E+003  1.080023E+000  2.116131E-010  2.312387E-006  5.353812E-015  9.820992E-036  4.545260E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999769E-002  5.329682E-028  0.000000E+000  0.000000E+000  1.704062E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.043027E-028
  3.362424E+003  1.061352E+003  9.164287E+003  9.164286E+003  7.877564E+003  7.293869E+003  1.080023E+000  2.150944E-010  2.383633E-006  5.441889E-015  1.016705E-035  4.705634E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999762E-002  5.414074E-028  0.000000E+000  0.000000E+000  1.754972E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.123143E-028
  3.358634E+003  1.167487E+003  9.153957E+003  9.153956E+003  7.850956E+003  7.269233E+003  1.080023E+000  2.189926E-010  2.464592E-006  5.540512E-015  1.056212E-035  4.888726E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999754E-002  5.508539E-028  0.000000E+000  0.000000E+000  1.812776E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.212810E-028
  3.354466E+003  1.284236E+003  9.142597E+003  9.142596E+003  7.821763E+003  7.242203E+003  1.080023E+000  2.233721E-010  2.557032E-006  5.651314E-015  1.101551E-035  5.098861E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999744E-002  5.614630E-028  0.000000E+000  0.000000E+000  1.878717E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.313496E-028
  3.349924E+003  1.412660E+003  9.130217E+003  9.130217E+003  7.790032E+003  7.212824E+003  1.080023E+000  2.282579E-010  2.662010E-006  5.774925E-015  1.153328E-035  5.338847E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999734E-002  5.732940E-028  0.000000E+000  0.000000E+000  1.953527E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.425759E-028
  3.344917E+003  1.553926E+003  9.116573E+003  9.116572E+003  7.755159E+003  7.180534E+003  1.080023E+000  2.337833E-010  2.783072E-006  5.914719E-015  1.213407E-035  5.617330E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999722E-002  5.866680E-028  0.000000E+000  0.000000E+000  2.039708E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.552639E-028
  3.339472E+003  1.709318E+003  9.101731E+003  9.101730E+003  7.717344E+003  7.145522E+003  1.080022E+000  2.399658E-010  2.921468E-006  6.071136E-015  1.282554E-035  5.937868E-040  0.000000E+000  1.000000E+000  2.530000E-005  7.999708E-002  6.016254E-028  0.000000E+000  0.000000E+000  2.138110E-024  0.000000E+000  0.000000E+000  0.000000E+000  0.000000E+000  5.694510E-028
