x [cm],Log10 (divB * h / B)
0.786335403726708,-3.41935483870968
0.795031055900621,-2.06451612903226
0.801242236024845,-2.14516129032258
0.806211180124224,-2.20967741935484
0.813664596273292,-1.85483870967742
0.818633540372671,-2.2258064516129
0.826086956521739,-2.2741935483871
0.831055900621118,-2.2741935483871
0.837267080745342,-2.90322580645161
0.843478260869565,-2.98387096774194
0.848447204968944,-3.32258064516129
0.855900621118012,-2.93548387096774
0.863354037267081,-3.41935483870968
0.86832298136646,-5.37096774193548
0.874534161490683,-3.41935483870968
0.875776397515528,-3.30645161290323
0.879503105590062,-3.37096774193548
0.885714285714286,-2.93548387096774
0.890683229813665,-3.48387096774194
0.891925465838509,-3.53225806451613
0.901863354037267,-2.5
0.91055900621118,-2.32258064516129
0.916770186335404,-2.61290322580645
0.926708074534162,-1.93548387096774
0.929192546583851,-1.85483870967742
0.935403726708075,-2.54838709677419
0.937888198757764,-2.7741935483871
0.944099378881988,-2.45161290322581
0.949068322981367,-2.69354838709677
0.952795031055901,-2.38709677419355
0.95527950310559,-2.7258064516129
0.957763975155279,-3.01612903225806
0.963975155279503,-2.67741935483871
0.966459627329192,-3.85483870967742
0.970186335403727,-4.09677419354839
0.977639751552795,-2.87096774193548
0.982608695652174,-2.12903225806452
0.986335403726708,-2.40322580645161
0.991304347826087,-2.43548387096774
