x [cm],Log10 (divB * h / B)
0.31963746223565,-1.8695652173913
0.32809667673716,-1.55652173913043
0.332930513595166,-2.06086956521739
0.338972809667674,-2.70434782608696
0.34380664652568,-2.89565217391304
0.347432024169184,-2.79130434782609
0.355891238670695,-2.70434782608696
0.369184290030211,-1.90434782608696
0.372809667673716,-1.7304347826087
0.378851963746224,-1.97391304347826
0.386102719033233,-2.04347826086957
0.39214501510574,-2.46086956521739
0.398187311178248,-3.29565217391304
0.404229607250755,-3.93913043478261
0.410271903323263,-4.11304347826087
0.41631419939577,-4.33913043478261
0.418731117824773,-4.40869565217391
0.423564954682779,-3.8695652173913
0.428398791540785,-3.20869565217391
0.43202416918429,-3.01739130434783
0.439274924471299,-3.22608695652174
0.448942598187311,-3.55652173913043
0.457401812688822,-3.92173913043478
0.464652567975831,-4.40869565217391
0.469486404833837,-4.5304347826087
0.48036253776435,-4.30434782608696
0.488821752265861,-4.21739130434783
0.497280966767372,-4.33913043478261
0.502114803625378,-4.40869565217391
0.515407854984894,-4.30434782608696
0.5202416918429,-4.28695652173913
0.531117824773414,-4.40869565217391
0.544410876132931,-3.99130434782609
0.555287009063444,-3.50434782608696
0.564954682779456,-3.0695652173913
0.567371601208459,-3.03478260869565
0.577039274924471,-3.57391304347826
0.578247734138973,-3.93913043478261
0.580664652567976,-4.00869565217391
0.587915407854985,-3.69565217391304
0.597583081570997,-3.57391304347826
0.604833836858006,-2.84347826086957
0.612084592145015,-2.14782608695652
0.621752265861027,-1.92173913043478
0.626586102719033,-1.62608695652174
0.637462235649547,-2.16521739130435
0.649546827794562,-2.70434782608696
0.654380664652568,-2.98260869565217
0.658006042296073,-3.05217391304348
0.665256797583082,-2.21739130434783
0.670090634441088,-1.67826086956522
0.673716012084592,-1.52173913043478
0.6797583081571,-1.85217391304348
0.685800604229607,-1.67826086956522
0.695468277945619,-1.71304347826087
0.699093655589124,-1.85217391304348
0.70392749244713,-1.52173913043478
0.711178247734139,-2.04347826086957
0.713595166163142,-3.4695652173913
0.716012084592145,-3.59130434782609
0.718429003021148,-2.73913043478261
0.723262839879154,-3.52173913043478
0.726888217522659,-2.80869565217391
0.730513595166163,-3.26086956521739
0.734138972809668,-2.77391304347826
0.738972809667674,-3.41739130434783
0.742598187311178,-4.44347826086957
0.74380664652568,-4.56521739130435
0.747432024169184,-3.34782608695652
0.753474320241692,-3.12173913043478
0.758308157099698,-3.50434782608696
0.761933534743202,-3.4
0.769184290030212,-3.38260869565217
0.774018126888218,-3.67826086956522
0.778851963746224,-3.38260869565217
0.781268882175227,-3.45217391304348
0.78368580060423,-4.35652173913044
0.786102719033233,-4.44347826086957
0.79214501510574,-3.59130434782609
0.800604229607251,-3.81739130434783
0.803021148036254,-3.95652173913043
0.806646525679758,-4.72173913043478
0.811480362537764,-4.28695652173913
0.81631419939577,-3.95652173913043
0.819939577039275,-4.6695652173913
0.82356495468278,-3.99130434782609
0.827190332326284,-4.77391304347826
0.830815709969789,-3.67826086956522
0.835649546827795,-3.29565217391304
0.838066465256798,-2.80869565217391
0.841691842900302,-3.41739130434783
0.84773413897281,-2.44347826086957
0.852567975830816,-2.32173913043478
0.854984894259819,-2.46086956521739
0.859818731117825,-1.66086956521739
0.862235649546828,-2.18260869565217
0.867069486404834,-1.41739130434783
0.874320241691843,-1.92173913043478
0.879154078549849,-1.8695652173913
0.885196374622357,-2.91304347826087
0.888821752265861,-3.03478260869565
0.892447129909366,-3.03478260869565
0.897280966767372,-4.2695652173913
0.903323262839879,-3.59130434782609
0.908157099697885,-3.62608695652174
0.914199395770393,-5.8
0.9202416918429,-4.72173913043478
0.923867069486405,-5.41739130434783
0.931117824773414,-5.3304347826087
0.937160120845922,-6.1304347826087
