# R [h^-1 Mpc], kT [keV]
1.4000753781319284, 5.515515781889636
1.418887678883871, 5.385028721139676
1.437952753640063, 5.25668079253316
1.4572739988323442, 5.12512416571148
1.4768548565291624, 4.994637104961521
1.4966988150487839, 4.865219610283281
1.5168094095807325, 4.734732549533325
1.5371902228155758, 4.604245488783365
1.557844885583188, 4.4748279941051265
1.5787770774995773, 4.343271367283446
1.5999905276224007, 4.212784306533488
1.6214890151153045, 4.084436377926972
1.6432763699211743, 3.9539493171770115
1.6653564734444324, 3.8245318224987717
1.683233976919969, 3.7557230718847237

